,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
7060,1,65,179.0,82.0,2.0,77.0,37.9,7.0
7061,0,22,151.0,49.0,27.0,107.0,40.7,169.0
7062,0,28,171.0,68.0,4.0,85.0,39.0,15.0
7063,0,77,157.0,59.0,23.0,107.0,40.5,164.0
7064,1,43,204.0,107.0,13.0,94.0,40.1,70.0
7065,1,40,192.0,98.0,4.0,93.0,39.1,20.0
7066,0,38,163.0,70.0,17.0,94.0,40.4,83.0
7067,1,50,184.0,90.0,28.0,107.0,40.9,205.0
7068,0,42,163.0,60.0,3.0,83.0,38.5,12.0
7069,0,64,161.0,62.0,15.0,102.0,40.5,95.0
7070,0,23,165.0,61.0,10.0,100.0,39.8,54.0
7071,0,25,154.0,54.0,13.0,87.0,40.2,54.0
7072,1,22,193.0,93.0,9.0,98.0,39.7,42.0
7073,0,26,173.0,68.0,27.0,107.0,41.0,164.0
7074,0,34,172.0,68.0,8.0,79.0,39.7,26.0
7075,1,38,177.0,76.0,4.0,86.0,39.1,13.0
7076,1,46,194.0,97.0,23.0,105.0,40.9,160.0
7077,0,37,171.0,67.0,21.0,101.0,40.7,119.0
7078,1,40,187.0,93.0,15.0,89.0,40.1,63.0
7079,0,32,153.0,53.0,29.0,101.0,40.8,167.0
7080,0,60,164.0,63.0,15.0,91.0,40.0,76.0
7081,1,37,177.0,82.0,3.0,75.0,38.5,5.0
7082,0,35,172.0,64.0,25.0,107.0,40.4,158.0
7083,1,28,181.0,82.0,16.0,103.0,40.3,88.0
7084,0,73,153.0,53.0,28.0,119.0,40.8,235.0
7085,1,32,181.0,87.0,16.0,96.0,40.3,76.0
7086,1,35,177.0,79.0,10.0,87.0,40.0,33.0
7087,1,26,183.0,76.0,16.0,102.0,40.4,82.0
7088,1,27,186.0,80.0,15.0,103.0,40.0,81.0
7089,1,32,193.0,96.0,18.0,101.0,40.3,102.0
7090,1,28,181.0,79.0,13.0,91.0,40.3,47.0
7091,0,50,148.0,55.0,4.0,92.0,38.7,20.0
7092,1,21,181.0,79.0,11.0,90.0,39.9,34.0
7093,1,33,181.0,77.0,12.0,88.0,40.1,40.0
7094,1,64,186.0,84.0,28.0,100.0,40.6,191.0
7095,0,66,185.0,76.0,11.0,94.0,39.9,58.0
7096,0,32,188.0,82.0,8.0,84.0,39.6,28.0
7097,0,66,176.0,74.0,27.0,116.0,40.8,207.0
7098,0,76,149.0,56.0,20.0,92.0,40.8,111.0
7099,1,52,185.0,84.0,6.0,80.0,39.2,19.0
7100,0,47,183.0,79.0,1.0,84.0,37.8,4.0
7101,1,28,187.0,82.0,16.0,98.0,40.2,76.0
7102,0,46,164.0,60.0,8.0,87.0,39.5,35.0
7103,1,50,179.0,79.0,12.0,99.0,39.8,71.0
7104,0,79,163.0,62.0,8.0,83.0,39.2,36.0
7105,1,42,191.0,89.0,26.0,98.0,40.3,144.0
7106,0,65,157.0,59.0,4.0,82.0,38.7,17.0
7107,0,30,166.0,61.0,25.0,105.0,40.8,151.0
7108,1,26,197.0,98.0,5.0,77.0,39.2,9.0
7109,1,26,201.0,103.0,16.0,87.0,40.4,55.0
7110,1,70,173.0,78.0,20.0,95.0,40.4,124.0
7111,0,69,172.0,67.0,13.0,94.0,40.0,71.0
7112,1,21,191.0,92.0,11.0,89.0,40.0,36.0
7113,0,76,157.0,56.0,20.0,96.0,40.3,119.0
7114,0,25,171.0,64.0,4.0,86.0,38.9,16.0
7115,0,24,157.0,57.0,27.0,100.0,40.7,147.0
7116,0,39,151.0,53.0,18.0,100.0,40.7,104.0
7117,1,34,189.0,88.0,16.0,90.0,40.2,63.0
7118,1,26,180.0,84.0,14.0,94.0,40.3,57.0
7119,0,29,164.0,61.0,6.0,92.0,39.0,28.0
7120,1,71,198.0,103.0,22.0,111.0,41.0,203.0
7121,0,25,157.0,56.0,28.0,109.0,41.2,181.0
7122,0,30,144.0,47.0,21.0,99.0,40.6,117.0
7123,1,25,200.0,95.0,12.0,93.0,40.1,49.0
7124,1,25,185.0,90.0,15.0,96.0,40.5,67.0
7125,1,65,182.0,86.0,18.0,100.0,40.5,124.0
7126,1,23,190.0,91.0,6.0,84.0,39.6,15.0
7127,0,65,166.0,67.0,1.0,86.0,37.7,5.0
7128,1,30,184.0,82.0,4.0,87.0,38.8,13.0
7129,0,68,170.0,69.0,23.0,100.0,40.5,140.0
7130,1,31,180.0,83.0,5.0,92.0,39.0,20.0
7131,0,30,173.0,69.0,3.0,89.0,38.8,13.0
7132,0,43,183.0,75.0,21.0,99.0,40.9,114.0
7133,1,72,198.0,100.0,2.0,77.0,38.4,8.0
7134,0,76,170.0,71.0,28.0,116.0,40.4,221.0
7135,1,26,163.0,69.0,16.0,105.0,40.4,87.0
7136,0,70,170.0,66.0,3.0,86.0,38.8,14.0
7137,0,41,158.0,57.0,2.0,86.0,38.3,9.0
7138,0,33,157.0,49.0,4.0,80.0,38.7,14.0
7139,1,21,180.0,81.0,20.0,97.0,40.4,84.0
7140,1,40,178.0,75.0,2.0,81.0,38.1,5.0
7141,0,46,171.0,60.0,14.0,93.0,40.2,71.0
7142,0,47,153.0,57.0,3.0,84.0,38.9,12.0
7143,1,20,192.0,86.0,1.0,81.0,38.1,2.0
7144,0,26,167.0,61.0,16.0,101.0,39.9,89.0
7145,1,27,183.0,87.0,27.0,107.0,41.0,166.0
7146,0,68,173.0,74.0,22.0,102.0,40.1,137.0
7147,1,72,186.0,85.0,8.0,83.0,39.3,37.0
7148,1,47,184.0,88.0,6.0,81.0,39.4,19.0
7149,1,37,196.0,91.0,28.0,110.0,41.0,201.0
7150,1,37,183.0,80.0,12.0,94.0,39.5,54.0
7151,1,76,185.0,92.0,7.0,93.0,39.6,46.0
7152,1,27,184.0,88.0,6.0,88.0,39.4,20.0
7153,1,37,196.0,100.0,9.0,85.0,39.4,32.0
7154,0,40,181.0,75.0,7.0,83.0,39.5,26.0
7155,0,69,163.0,68.0,16.0,95.0,40.3,89.0
7156,1,56,183.0,80.0,20.0,97.0,40.6,118.0
7157,1,35,174.0,78.0,29.0,102.0,41.0,162.0
7158,1,51,181.0,85.0,30.0,101.0,40.6,191.0
7159,0,22,156.0,57.0,6.0,89.0,39.1,25.0
7160,0,29,168.0,64.0,25.0,109.0,40.5,160.0
7161,1,28,191.0,89.0,2.0,90.0,38.4,7.0
7162,0,38,157.0,57.0,1.0,82.0,37.9,4.0
7163,1,32,176.0,80.0,25.0,99.0,40.8,126.0
7164,1,46,178.0,79.0,28.0,102.0,40.7,172.0
7165,0,27,173.0,71.0,21.0,89.0,40.8,87.0
7166,1,26,187.0,88.0,18.0,94.0,40.6,75.0
7167,0,39,171.0,63.0,3.0,84.0,38.9,12.0
7168,0,24,171.0,68.0,26.0,108.0,40.7,160.0
7169,0,35,174.0,71.0,15.0,87.0,40.4,61.0
7170,1,54,185.0,80.0,26.0,97.0,40.7,151.0
7171,1,35,208.0,103.0,12.0,98.0,40.0,66.0
7172,0,64,157.0,54.0,16.0,95.0,40.5,91.0
7173,1,22,187.0,89.0,23.0,98.0,40.8,106.0
7174,1,27,200.0,97.0,12.0,98.0,40.2,60.0
7175,0,46,168.0,67.0,26.0,97.0,40.9,140.0
7176,1,45,198.0,97.0,6.0,92.0,39.4,30.0
7177,1,31,173.0,70.0,21.0,105.0,40.4,119.0
7178,1,49,187.0,88.0,13.0,92.0,40.2,65.0
7179,0,31,161.0,58.0,29.0,110.0,40.8,192.0
7180,0,39,167.0,72.0,20.0,96.0,40.6,102.0
7181,0,39,166.0,68.0,15.0,101.0,40.1,85.0
7182,1,24,187.0,82.0,26.0,102.0,40.7,134.0
7183,0,72,159.0,59.0,28.0,105.0,40.7,191.0
7184,1,55,205.0,114.0,26.0,112.0,40.4,230.0
7185,0,32,163.0,63.0,26.0,109.0,40.7,168.0
7186,1,31,180.0,80.0,14.0,90.0,40.3,51.0
7187,1,20,189.0,90.0,27.0,98.0,40.7,122.0
7188,0,24,145.0,49.0,12.0,88.0,40.2,51.0
7189,0,76,162.0,65.0,10.0,94.0,39.8,56.0
7190,1,38,174.0,77.0,7.0,83.0,39.5,20.0
7191,0,46,168.0,70.0,5.0,77.0,39.1,16.0
7192,0,28,165.0,58.0,17.0,86.0,40.2,68.0
7193,1,38,177.0,82.0,26.0,103.0,40.8,155.0
7194,1,35,179.0,90.0,6.0,93.0,39.2,27.0
7195,1,54,186.0,88.0,7.0,92.0,39.7,36.0
7196,0,43,162.0,64.0,30.0,105.0,41.2,187.0
7197,1,67,177.0,80.0,14.0,90.0,40.0,75.0
7198,1,64,162.0,67.0,20.0,104.0,40.2,141.0
7199,0,39,159.0,59.0,5.0,88.0,39.3,22.0
7200,0,41,142.0,47.0,26.0,107.0,40.8,173.0
7201,0,49,160.0,64.0,8.0,93.0,39.2,40.0
7202,0,46,175.0,75.0,16.0,91.0,40.3,74.0
7203,0,23,153.0,51.0,9.0,101.0,39.5,51.0
7204,1,33,205.0,114.0,4.0,90.0,39.2,18.0
7205,1,64,180.0,83.0,22.0,105.0,41.0,166.0
7206,1,51,186.0,88.0,3.0,81.0,38.6,10.0
7207,1,73,188.0,85.0,28.0,105.0,41.0,225.0
7208,0,42,156.0,60.0,20.0,91.0,40.3,95.0
7209,0,25,152.0,53.0,4.0,80.0,39.2,14.0
7210,0,46,153.0,51.0,30.0,115.0,40.8,226.0
7211,1,36,208.0,109.0,13.0,91.0,40.3,60.0
7212,1,22,185.0,84.0,14.0,96.0,39.8,59.0
7213,1,55,183.0,85.0,20.0,94.0,40.3,110.0
7214,1,64,191.0,94.0,15.0,99.0,40.4,103.0
7215,0,52,172.0,65.0,3.0,80.0,38.4,11.0
7216,0,35,168.0,58.0,20.0,97.0,40.3,106.0
7217,1,71,183.0,87.0,26.0,111.0,40.9,231.0
7218,0,67,154.0,57.0,20.0,96.0,40.6,116.0
7219,0,59,164.0,63.0,20.0,109.0,40.5,139.0
7220,1,35,175.0,79.0,10.0,81.0,40.0,24.0
7221,1,43,178.0,77.0,27.0,107.0,40.9,181.0
7222,0,40,150.0,49.0,22.0,92.0,40.2,110.0
7223,0,22,160.0,61.0,29.0,98.0,41.0,149.0
7224,1,53,182.0,86.0,18.0,96.0,40.5,103.0
7225,1,21,188.0,89.0,11.0,86.0,39.8,30.0
7226,1,35,191.0,94.0,17.0,96.0,40.3,85.0
7227,0,34,178.0,76.0,8.0,94.0,39.9,38.0
7228,1,27,183.0,84.0,27.0,118.0,40.8,209.0
7229,1,54,190.0,94.0,29.0,111.0,40.5,238.0
7230,1,76,183.0,82.0,19.0,101.0,40.5,142.0
7231,1,50,172.0,77.0,21.0,100.0,40.4,126.0
7232,0,38,150.0,50.0,25.0,99.0,40.6,142.0
7233,1,21,199.0,95.0,4.0,80.0,38.9,8.0
7234,1,20,168.0,73.0,6.0,89.0,39.4,17.0
7235,1,44,194.0,98.0,20.0,101.0,40.6,126.0
7236,1,48,198.0,103.0,15.0,90.0,40.2,74.0
7237,1,28,163.0,71.0,20.0,95.0,40.6,81.0
7238,0,21,164.0,60.0,23.0,102.0,40.4,128.0
7239,1,20,184.0,87.0,23.0,109.0,40.3,141.0
7240,1,33,172.0,75.0,13.0,95.0,39.7,57.0
7241,0,39,165.0,66.0,13.0,93.0,40.3,63.0
7242,1,43,193.0,98.0,19.0,100.0,40.2,116.0
7243,0,58,167.0,66.0,25.0,106.0,40.5,164.0
7244,0,24,141.0,45.0,9.0,91.0,39.8,42.0
7245,0,74,163.0,59.0,9.0,89.0,40.0,46.0
7246,1,21,197.0,100.0,24.0,93.0,40.5,97.0
7247,0,46,155.0,56.0,2.0,72.0,38.4,6.0
7248,0,73,146.0,53.0,18.0,105.0,40.4,124.0
7249,1,47,182.0,92.0,27.0,106.0,41.0,191.0
7250,1,33,176.0,80.0,28.0,107.0,40.8,176.0
7251,0,33,164.0,65.0,26.0,105.0,40.6,157.0
7252,0,21,154.0,55.0,5.0,80.0,39.1,16.0
7253,0,36,178.0,78.0,27.0,95.0,40.9,131.0
7254,0,42,179.0,80.0,9.0,87.0,39.9,37.0
7255,0,23,171.0,70.0,9.0,91.0,39.6,39.0
7256,0,62,167.0,63.0,20.0,107.0,40.6,136.0
7257,0,79,155.0,51.0,27.0,98.0,41.3,170.0
7258,0,79,160.0,62.0,18.0,97.0,40.2,109.0
7259,0,68,168.0,62.0,3.0,85.0,38.7,14.0
7260,1,52,180.0,82.0,14.0,95.0,40.2,76.0
7261,0,33,163.0,61.0,21.0,104.0,40.8,126.0
7262,0,39,158.0,63.0,11.0,87.0,39.6,47.0
7263,1,61,206.0,103.0,12.0,94.0,39.6,74.0
7264,1,61,184.0,88.0,20.0,99.0,40.8,132.0
7265,1,32,191.0,93.0,14.0,91.0,40.0,57.0
7266,1,22,203.0,106.0,11.0,98.0,39.5,55.0
7267,1,29,190.0,88.0,10.0,86.0,39.8,31.0
7268,0,50,164.0,63.0,13.0,102.0,40.0,79.0
7269,0,67,175.0,71.0,3.0,95.0,38.5,16.0
7270,1,26,182.0,86.0,16.0,91.0,40.5,59.0
7271,0,56,152.0,53.0,18.0,96.0,40.5,102.0
7272,1,61,194.0,91.0,19.0,108.0,40.1,152.0
7273,0,21,159.0,51.0,9.0,84.0,39.9,34.0
7274,0,43,166.0,62.0,8.0,86.0,39.4,34.0
7275,1,20,174.0,74.0,21.0,103.0,40.7,103.0
7276,0,20,173.0,70.0,5.0,75.0,38.8,13.0
7277,0,27,154.0,54.0,19.0,101.0,40.6,107.0
7278,0,28,149.0,54.0,22.0,97.0,40.6,115.0
7279,0,27,175.0,73.0,13.0,93.0,40.0,59.0
7280,0,79,164.0,67.0,6.0,91.0,39.2,32.0
7281,0,33,156.0,58.0,18.0,98.0,40.5,97.0
7282,1,58,194.0,90.0,16.0,97.0,40.3,99.0
7283,0,52,174.0,69.0,26.0,107.0,41.0,170.0
7284,1,20,188.0,82.0,14.0,91.0,40.2,46.0
7285,0,42,166.0,68.0,21.0,103.0,40.8,125.0
7286,1,22,194.0,92.0,19.0,97.0,40.5,86.0
7287,0,75,159.0,57.0,6.0,86.0,39.6,29.0
7288,0,29,168.0,66.0,8.0,93.0,39.8,37.0
7289,0,53,167.0,72.0,20.0,96.0,40.4,107.0
7290,1,69,188.0,91.0,25.0,105.0,40.6,199.0
7291,1,29,179.0,77.0,16.0,106.0,40.3,94.0
7292,1,62,193.0,97.0,14.0,94.0,40.3,85.0
7293,0,22,162.0,64.0,2.0,78.0,38.6,6.0
7294,0,25,160.0,60.0,5.0,89.0,39.4,21.0
7295,0,47,149.0,47.0,16.0,99.0,40.2,94.0
7296,0,55,173.0,67.0,27.0,109.0,40.9,184.0
7297,0,26,164.0,61.0,17.0,94.0,40.5,81.0
7298,1,63,174.0,76.0,25.0,112.0,40.7,210.0
7299,1,51,179.0,78.0,15.0,89.0,40.0,66.0
7300,1,69,195.0,102.0,22.0,95.0,40.5,147.0
7301,1,71,187.0,97.0,13.0,90.0,40.3,77.0
7302,0,32,174.0,76.0,10.0,94.0,40.1,47.0
7303,1,52,185.0,96.0,29.0,108.0,40.8,223.0
7304,0,29,174.0,75.0,14.0,95.0,40.1,67.0
7305,1,43,178.0,82.0,16.0,101.0,39.9,94.0
7306,1,68,175.0,74.0,8.0,81.0,39.4,31.0
7307,0,29,168.0,61.0,14.0,87.0,40.4,57.0
7308,0,21,161.0,62.0,2.0,76.0,37.8,6.0
7309,0,59,156.0,60.0,26.0,102.0,40.8,162.0
7310,0,74,170.0,73.0,10.0,86.0,40.0,46.0
7311,1,20,186.0,82.0,14.0,89.0,40.5,42.0
7312,0,41,161.0,55.0,23.0,107.0,40.4,150.0
7313,0,20,143.0,43.0,13.0,88.0,39.9,56.0
7314,0,59,164.0,61.0,22.0,106.0,40.7,147.0
7315,0,26,172.0,69.0,17.0,89.0,40.6,71.0
7316,1,39,191.0,93.0,21.0,97.0,40.5,112.0
7317,0,65,164.0,62.0,30.0,109.0,40.9,212.0
7318,1,44,191.0,88.0,2.0,80.0,37.9,6.0
7319,0,52,181.0,73.0,4.0,78.0,39.0,14.0
7320,1,22,165.0,68.0,18.0,94.0,40.1,64.0
7321,0,21,182.0,81.0,6.0,84.0,39.4,20.0
7322,1,23,181.0,81.0,11.0,93.0,40.0,41.0
7323,0,34,171.0,62.0,25.0,112.0,40.7,171.0
7324,1,27,185.0,87.0,7.0,89.0,39.6,24.0
7325,1,62,184.0,85.0,11.0,97.0,39.9,69.0
7326,0,57,158.0,61.0,26.0,104.0,40.8,167.0
7327,0,25,162.0,57.0,14.0,93.0,40.1,66.0
7328,1,22,194.0,92.0,17.0,97.0,40.3,77.0
7329,1,54,164.0,67.0,18.0,93.0,40.8,88.0
7330,1,34,181.0,87.0,27.0,102.0,40.7,155.0
7331,0,42,174.0,72.0,18.0,97.0,40.4,94.0
7332,0,56,164.0,66.0,16.0,94.0,40.2,84.0
7333,1,46,183.0,82.0,24.0,113.0,40.7,189.0
7334,0,47,164.0,60.0,2.0,84.0,38.5,8.0
7335,1,34,182.0,89.0,18.0,102.0,40.2,104.0
7336,1,30,187.0,88.0,10.0,94.0,40.2,44.0
7337,1,66,183.0,84.0,29.0,108.0,40.9,235.0
7338,1,59,176.0,82.0,1.0,69.0,38.0,2.0
7339,0,21,163.0,61.0,7.0,87.0,39.2,28.0
7340,1,53,161.0,66.0,8.0,87.0,39.5,31.0
7341,1,69,193.0,99.0,7.0,90.0,39.4,41.0
7342,0,25,167.0,64.0,13.0,103.0,40.1,74.0
7343,1,43,172.0,74.0,18.0,92.0,40.0,79.0
7344,0,27,156.0,55.0,18.0,94.0,40.4,88.0
7345,1,48,203.0,106.0,17.0,98.0,40.5,106.0
7346,0,32,166.0,62.0,5.0,89.0,39.5,22.0
7347,0,62,181.0,76.0,4.0,87.0,39.0,18.0
7348,1,70,194.0,97.0,3.0,87.0,38.7,16.0
7349,1,22,199.0,97.0,24.0,104.0,40.6,136.0
7350,0,61,174.0,69.0,10.0,90.0,39.4,49.0
7351,0,31,153.0,53.0,10.0,91.0,39.8,47.0
7352,0,67,174.0,74.0,14.0,98.0,40.1,81.0
7353,1,53,170.0,81.0,5.0,87.0,39.4,21.0
7354,0,74,168.0,69.0,5.0,85.0,39.4,23.0
7355,1,69,183.0,94.0,7.0,88.0,39.4,38.0
7356,1,21,195.0,99.0,26.0,101.0,40.9,136.0
7357,0,38,163.0,59.0,25.0,109.0,41.0,166.0
7358,1,35,178.0,76.0,27.0,104.0,41.2,158.0
7359,1,48,186.0,86.0,28.0,106.0,40.9,196.0
7360,0,21,163.0,60.0,1.0,90.0,37.7,4.0
7361,1,38,189.0,90.0,20.0,99.0,40.7,111.0
7362,0,21,169.0,64.0,9.0,86.0,39.6,34.0
7363,0,36,159.0,57.0,29.0,115.0,41.0,211.0
7364,0,47,158.0,61.0,17.0,93.0,40.4,86.0
7365,1,25,188.0,90.0,25.0,107.0,40.8,153.0
7366,1,40,179.0,84.0,17.0,99.0,40.2,94.0
7367,0,68,152.0,54.0,4.0,85.0,38.6,19.0
7368,0,40,151.0,56.0,10.0,81.0,39.5,37.0
7369,1,26,183.0,82.0,4.0,81.0,38.6,8.0
7370,0,27,162.0,64.0,3.0,85.0,38.6,11.0
7371,0,71,168.0,68.0,12.0,90.0,39.9,61.0
7372,1,76,195.0,95.0,5.0,82.0,39.2,25.0
7373,1,31,199.0,97.0,14.0,97.0,40.5,71.0
7374,1,51,195.0,93.0,21.0,99.0,40.4,131.0
7375,1,31,206.0,107.0,27.0,100.0,40.5,154.0
7376,0,51,166.0,66.0,20.0,95.0,40.2,105.0
7377,0,22,177.0,70.0,22.0,109.0,40.6,136.0
7378,1,51,184.0,91.0,23.0,96.0,41.0,132.0
7379,0,23,137.0,42.0,3.0,89.0,38.7,13.0
7380,1,45,173.0,73.0,14.0,99.0,40.2,77.0
7381,1,56,198.0,99.0,6.0,86.0,39.2,28.0
7382,0,36,166.0,64.0,27.0,105.0,41.0,165.0
7383,0,38,177.0,72.0,9.0,88.0,39.8,38.0
7384,1,27,181.0,83.0,6.0,86.0,39.4,17.0
7385,1,32,175.0,75.0,15.0,93.0,40.3,60.0
7386,1,26,194.0,96.0,12.0,90.0,40.2,45.0
7387,1,23,193.0,92.0,22.0,110.0,40.6,143.0
7388,1,33,186.0,91.0,24.0,96.0,40.6,117.0
7389,0,22,155.0,52.0,16.0,93.0,40.0,76.0
7390,0,48,170.0,66.0,11.0,92.0,39.8,54.0
7391,0,35,164.0,65.0,24.0,106.0,40.8,148.0
7392,0,37,166.0,65.0,28.0,107.0,40.8,177.0
7393,0,26,171.0,65.0,23.0,96.0,40.6,114.0
7394,1,28,162.0,66.0,4.0,80.0,38.9,7.0
7395,0,28,171.0,68.0,3.0,90.0,38.6,13.0
7396,0,68,170.0,65.0,14.0,90.0,40.3,71.0
7397,0,20,164.0,66.0,16.0,96.0,40.5,77.0
7398,0,67,179.0,81.0,21.0,107.0,40.6,139.0
7399,1,34,181.0,80.0,18.0,101.0,40.3,98.0
7400,0,76,154.0,59.0,12.0,94.0,40.0,68.0
7401,0,54,156.0,60.0,24.0,102.0,40.5,148.0
7402,1,41,170.0,69.0,18.0,101.0,40.2,100.0
7403,1,50,191.0,93.0,24.0,108.0,40.4,181.0
7404,0,22,173.0,73.0,12.0,95.0,40.3,56.0
7405,1,20,201.0,100.0,20.0,97.0,40.5,92.0
7406,0,78,151.0,57.0,29.0,106.0,41.2,204.0
7407,0,49,165.0,65.0,27.0,106.0,40.6,174.0
7408,0,43,162.0,64.0,6.0,87.0,39.5,26.0
7409,1,38,175.0,78.0,19.0,108.0,40.5,126.0
7410,1,49,173.0,76.0,25.0,109.0,40.8,182.0
7411,1,22,185.0,85.0,24.0,107.0,40.4,141.0
7412,1,60,178.0,78.0,4.0,86.0,39.4,18.0
7413,0,25,186.0,81.0,11.0,88.0,39.5,42.0
7414,0,43,164.0,59.0,28.0,114.0,40.9,203.0
7415,1,73,171.0,80.0,29.0,108.0,41.2,243.0
7416,0,48,155.0,59.0,13.0,91.0,40.1,64.0
7417,1,23,175.0,73.0,8.0,91.0,39.5,26.0
7418,1,34,186.0,89.0,6.0,98.0,39.4,31.0
7419,1,33,190.0,88.0,9.0,95.0,39.8,42.0
7420,0,55,147.0,48.0,2.0,90.0,38.0,10.0
7421,1,46,198.0,95.0,12.0,95.0,39.9,65.0
7422,1,36,195.0,99.0,17.0,101.0,40.2,101.0
7423,0,36,181.0,77.0,7.0,84.0,39.2,26.0
7424,1,76,180.0,88.0,18.0,104.0,40.5,145.0
7425,1,42,176.0,78.0,4.0,88.0,39.1,15.0
7426,0,71,157.0,57.0,21.0,113.0,40.5,161.0
7427,0,42,159.0,58.0,7.0,84.0,39.4,28.0
7428,0,59,163.0,63.0,20.0,95.0,40.6,109.0
7429,1,78,199.0,106.0,2.0,92.0,38.3,14.0
7430,1,55,192.0,102.0,18.0,95.0,40.1,108.0
7431,1,25,189.0,88.0,4.0,90.0,39.1,14.0
7432,1,24,180.0,81.0,27.0,94.0,40.6,106.0
7433,0,74,158.0,60.0,9.0,87.0,39.6,44.0
7434,0,32,163.0,62.0,18.0,99.0,40.4,98.0
7435,0,28,167.0,67.0,2.0,91.0,38.0,9.0
7436,0,33,183.0,77.0,16.0,91.0,40.4,70.0
7437,1,77,182.0,88.0,20.0,100.0,40.6,150.0
7438,0,39,168.0,64.0,6.0,80.0,39.5,21.0
7439,0,46,166.0,59.0,23.0,100.0,40.8,134.0
7440,1,21,194.0,86.0,15.0,92.0,40.2,54.0
7441,1,25,187.0,86.0,4.0,83.0,38.7,10.0
7442,1,24,171.0,74.0,11.0,100.0,39.5,51.0
7443,0,77,176.0,72.0,30.0,110.0,41.0,218.0
7444,0,51,164.0,65.0,17.0,107.0,40.4,112.0
7445,1,35,186.0,88.0,20.0,97.0,40.4,101.0
7446,0,72,182.0,81.0,18.0,95.0,40.4,98.0
7447,1,55,172.0,73.0,17.0,89.0,40.3,76.0
7448,1,63,180.0,88.0,24.0,114.0,40.7,215.0
7449,1,75,178.0,79.0,2.0,76.0,38.2,7.0
7450,1,34,197.0,92.0,14.0,103.0,40.3,84.0
7451,1,57,204.0,114.0,11.0,82.0,39.5,48.0
7452,1,52,185.0,92.0,7.0,94.0,39.5,38.0
7453,0,30,165.0,60.0,11.0,90.0,40.0,49.0
7454,1,47,183.0,83.0,13.0,91.0,40.4,60.0
7455,0,41,150.0,52.0,13.0,92.0,40.5,65.0
7456,0,53,168.0,66.0,11.0,86.0,40.0,48.0
7457,1,42,177.0,77.0,14.0,99.0,40.3,76.0
7458,0,44,167.0,68.0,15.0,93.0,40.1,74.0
7459,0,20,147.0,47.0,5.0,91.0,39.1,23.0
7460,0,37,179.0,71.0,19.0,99.0,40.8,102.0
7461,1,44,174.0,71.0,11.0,80.0,39.9,28.0
7462,0,35,165.0,66.0,13.0,98.0,40.1,69.0
7463,1,51,185.0,88.0,2.0,75.0,38.1,5.0
7464,0,54,174.0,69.0,7.0,78.0,39.6,24.0
7465,1,22,168.0,66.0,25.0,107.0,40.8,136.0
7466,0,34,171.0,69.0,26.0,96.0,40.8,131.0
7467,0,30,151.0,54.0,9.0,93.0,39.7,44.0
7468,1,78,182.0,87.0,1.0,79.0,37.5,4.0
7469,1,40,179.0,86.0,10.0,97.0,39.9,52.0
7470,0,62,185.0,85.0,16.0,98.0,40.3,88.0
7471,1,55,206.0,108.0,27.0,101.0,40.7,190.0
7472,1,28,175.0,74.0,23.0,107.0,40.7,136.0
7473,0,30,157.0,62.0,20.0,98.0,40.5,106.0
7474,1,37,189.0,94.0,3.0,91.0,38.7,13.0
7475,0,76,161.0,63.0,26.0,103.0,41.0,172.0
7476,0,54,155.0,60.0,19.0,110.0,40.4,133.0
7477,1,31,184.0,80.0,18.0,93.0,40.7,73.0
7478,0,20,158.0,54.0,3.0,81.0,38.1,10.0
7479,0,24,176.0,68.0,28.0,108.0,40.4,172.0
7480,1,34,177.0,75.0,23.0,101.0,40.8,122.0
7481,1,76,189.0,90.0,17.0,99.0,40.6,125.0
7482,1,20,176.0,75.0,6.0,83.0,39.1,12.0
7483,1,54,181.0,81.0,18.0,105.0,40.6,126.0
7484,1,44,185.0,87.0,12.0,95.0,39.9,62.0
7485,1,25,184.0,83.0,28.0,107.0,40.8,167.0
7486,0,41,172.0,67.0,1.0,77.0,38.5,3.0
7487,1,36,181.0,84.0,19.0,101.0,40.2,107.0
7488,1,54,197.0,104.0,10.0,96.0,39.8,62.0
7489,0,57,178.0,75.0,7.0,91.0,39.4,34.0
7490,1,33,185.0,81.0,8.0,77.0,39.1,14.0
7491,1,64,180.0,87.0,1.0,78.0,37.7,4.0
7492,1,61,172.0,80.0,3.0,89.0,38.8,15.0
7493,1,77,166.0,66.0,25.0,109.0,40.4,210.0
7494,0,20,165.0,68.0,4.0,79.0,38.7,12.0
7495,0,23,161.0,59.0,16.0,93.0,40.1,75.0
7496,0,20,166.0,65.0,20.0,97.0,40.5,99.0
7497,0,65,178.0,82.0,2.0,79.0,38.1,7.0
7498,1,31,167.0,67.0,24.0,107.0,40.5,142.0
7499,1,29,183.0,78.0,22.0,93.0,40.6,87.0
7500,1,39,188.0,92.0,10.0,101.0,39.8,59.0
7501,0,20,177.0,69.0,5.0,88.0,38.8,20.0
7502,0,49,167.0,68.0,29.0,107.0,40.9,188.0
7503,1,71,191.0,91.0,12.0,87.0,39.8,64.0
7504,0,38,167.0,65.0,23.0,97.0,40.6,121.0
7505,1,50,195.0,95.0,4.0,73.0,38.7,9.0
7506,1,38,180.0,87.0,15.0,90.0,40.2,62.0
7507,0,29,158.0,51.0,28.0,114.0,40.8,199.0
7508,1,45,177.0,85.0,7.0,89.0,39.5,30.0
7509,0,37,170.0,73.0,7.0,88.0,39.5,29.0
